scenario,variant,run,tool,rule_id,severity,cvss,file,line,message
scenario-c,1,5,zap,10049,info,,http://localhost:3000,1,Storable and Cacheable Content
scenario-c,1,5,zap,10049,info,,http://localhost:3000,5,Storable but Non-Cacheable Content
scenario-c,1,5,zap,10104,info,,http://localhost:3000,5,User Agent Fuzzer
scenario-c,2,1,trivy,CVE-2026-27205,low,2.0,requirements.txt,1,"Package: Flask
Installed Version: 3.0.3
Vulnerability CVE-2026-27205
Severity: LOW
Fixed Version: 3.1.3
Link: [CVE-2026-27205](https://avd.aquasec.com/nvd/cve-2"
scenario-c,2,1,trivy,CVE-2026-27205,low,2.0,usr/local/lib/python3.12/site-packages/flask-3.0.3.dist-info/METADATA,1,"Package: Flask
Installed Version: 3.0.3
Vulnerability CVE-2026-27205
Severity: LOW
Fixed Version: 3.1.3
Link: [CVE-2026-27205](https://avd.aquasec.com/nvd/cve-2"
scenario-c,2,1,trivy,CVE-2025-8869,medium,5.5,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2025-8869
Severity: MEDIUM
Fixed Version: 25.3
Link: [CVE-2025-8869](https://avd.aquasec.com/nvd/cve-20"
scenario-c,2,1,trivy,CVE-2026-3219,medium,5.5,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2026-3219
Severity: MEDIUM
Fixed Version: 26.1
Link: [CVE-2026-3219](https://avd.aquasec.com/nvd/cve-20"
scenario-c,2,1,trivy,CVE-2026-6357,medium,5.5,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2026-6357
Severity: MEDIUM
Fixed Version: 26.1
Link: [CVE-2026-6357](https://avd.aquasec.com/nvd/cve-20"
scenario-c,2,1,trivy,CVE-2026-1703,low,2.0,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2026-1703
Severity: LOW
Fixed Version: 26.0
Link: [CVE-2026-1703](https://avd.aquasec.com/nvd/cve-2026-"
scenario-c,2,1,checkov,CKV_DOCKER_3,error,,apps/flask-app/Dockerfile,1,Ensure that a user for the container has been created
scenario-c,2,2,trivy,CVE-2026-27205,low,2.0,requirements.txt,1,"Package: Flask
Installed Version: 3.0.3
Vulnerability CVE-2026-27205
Severity: LOW
Fixed Version: 3.1.3
Link: [CVE-2026-27205](https://avd.aquasec.com/nvd/cve-2"
scenario-c,2,2,trivy,CVE-2026-27205,low,2.0,usr/local/lib/python3.12/site-packages/flask-3.0.3.dist-info/METADATA,1,"Package: Flask
Installed Version: 3.0.3
Vulnerability CVE-2026-27205
Severity: LOW
Fixed Version: 3.1.3
Link: [CVE-2026-27205](https://avd.aquasec.com/nvd/cve-2"
scenario-c,2,2,trivy,CVE-2025-8869,medium,5.5,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2025-8869
Severity: MEDIUM
Fixed Version: 25.3
Link: [CVE-2025-8869](https://avd.aquasec.com/nvd/cve-20"
scenario-c,2,2,trivy,CVE-2026-3219,medium,5.5,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2026-3219
Severity: MEDIUM
Fixed Version: 26.1
Link: [CVE-2026-3219](https://avd.aquasec.com/nvd/cve-20"
scenario-c,2,2,trivy,CVE-2026-6357,medium,5.5,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2026-6357
Severity: MEDIUM
Fixed Version: 26.1
Link: [CVE-2026-6357](https://avd.aquasec.com/nvd/cve-20"
scenario-c,2,2,trivy,CVE-2026-1703,low,2.0,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2026-1703
Severity: LOW
Fixed Version: 26.0
Link: [CVE-2026-1703](https://avd.aquasec.com/nvd/cve-2026-"
scenario-c,2,2,checkov,CKV_DOCKER_3,error,,apps/flask-app/Dockerfile,1,Ensure that a user for the container has been created
scenario-c,2,3,trivy,CVE-2026-27205,low,2.0,requirements.txt,1,"Package: Flask
Installed Version: 3.0.3
Vulnerability CVE-2026-27205
Severity: LOW
Fixed Version: 3.1.3
Link: [CVE-2026-27205](https://avd.aquasec.com/nvd/cve-2"
scenario-c,2,3,trivy,CVE-2026-27205,low,2.0,usr/local/lib/python3.12/site-packages/flask-3.0.3.dist-info/METADATA,1,"Package: Flask
Installed Version: 3.0.3
Vulnerability CVE-2026-27205
Severity: LOW
Fixed Version: 3.1.3
Link: [CVE-2026-27205](https://avd.aquasec.com/nvd/cve-2"
scenario-c,2,3,trivy,CVE-2025-8869,medium,5.5,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2025-8869
Severity: MEDIUM
Fixed Version: 25.3
Link: [CVE-2025-8869](https://avd.aquasec.com/nvd/cve-20"
scenario-c,2,3,trivy,CVE-2026-3219,medium,5.5,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2026-3219
Severity: MEDIUM
Fixed Version: 26.1
Link: [CVE-2026-3219](https://avd.aquasec.com/nvd/cve-20"
scenario-c,2,3,trivy,CVE-2026-6357,medium,5.5,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2026-6357
Severity: MEDIUM
Fixed Version: 26.1
Link: [CVE-2026-6357](https://avd.aquasec.com/nvd/cve-20"
scenario-c,2,3,trivy,CVE-2026-1703,low,2.0,usr/local/lib/python3.12/site-packages/pip-25.0.1.dist-info/METADATA,1,"Package: pip
Installed Version: 25.0.1
Vulnerability CVE-2026-1703
Severity: LOW
Fixed Version: 26.0
Link: [CVE-2026-1703](https://avd.aquasec.com/nvd/cve-2026-"
scenario-c,2,3,checkov,CKV_DOCKER_3,error,,apps/flask-app/Dockerfile,1,Ensure that a user for the container has been created
scenario-c,3,1,trivy,CVE-2026-27205,low,2.0,requirements.txt,1,"Package: Flask
Installed Version: 3.0.3
Vulnerability CVE-2026-27205
Severity: LOW
Fixed Version: 3.1.3
Link: [CVE-2026-27205](https://avd.aquasec.com/nvd/cve-2"
scenario-c,3,1,hadolint,DL3020,error,,apps/flask-app/Dockerfile,18,Use COPY instead of ADD for files and folders
scenario-c,3,1,hadolint,DL3020,error,,apps/flask-app/Dockerfile,21,Use COPY instead of ADD for files and folders
scenario-c,3,1,checkov,CKV_DOCKER_4,error,,apps/flask-app/Dockerfile,18,Ensure that COPY is used instead of ADD in Dockerfiles
scenario-c,3,1,checkov,CKV_DOCKER_4,error,,apps/flask-app/Dockerfile,21,Ensure that COPY is used instead of ADD in Dockerfiles
scenario-c,3,1,checkov,CKV_DOCKER_2,error,,apps/flask-app/Dockerfile,1,Ensure that HEALTHCHECK instructions have been added to container images
scenario-c,3,2,trivy,CVE-2026-27205,low,2.0,requirements.txt,1,"Package: Flask
Installed Version: 3.0.3
Vulnerability CVE-2026-27205
Severity: LOW
Fixed Version: 3.1.3
Link: [CVE-2026-27205](https://avd.aquasec.com/nvd/cve-2"
scenario-c,3,2,hadolint,DL3020,error,,apps/flask-app/Dockerfile,18,Use COPY instead of ADD for files and folders
scenario-c,3,2,hadolint,DL3020,error,,apps/flask-app/Dockerfile,21,Use COPY instead of ADD for files and folders
scenario-c,3,2,checkov,CKV_DOCKER_4,error,,apps/flask-app/Dockerfile,18,Ensure that COPY is used instead of ADD in Dockerfiles
scenario-c,3,2,checkov,CKV_DOCKER_4,error,,apps/flask-app/Dockerfile,21,Ensure that COPY is used instead of ADD in Dockerfiles
scenario-c,3,2,checkov,CKV_DOCKER_2,error,,apps/flask-app/Dockerfile,1,Ensure that HEALTHCHECK instructions have been added to container images
scenario-c,3,3,trivy,CVE-2026-27205,low,2.0,requirements.txt,1,"Package: Flask
Installed Version: 3.0.3
Vulnerability CVE-2026-27205
Severity: LOW
Fixed Version: 3.1.3
Link: [CVE-2026-27205](https://avd.aquasec.com/nvd/cve-2"
scenario-c,3,3,hadolint,DL3020,error,,apps/flask-app/Dockerfile,18,Use COPY instead of ADD for files and folders
scenario-c,3,3,hadolint,DL3020,error,,apps/flask-app/Dockerfile,21,Use COPY instead of ADD for files and folders
scenario-c,3,3,checkov,CKV_DOCKER_4,error,,apps/flask-app/Dockerfile,18,Ensure that COPY is used instead of ADD in Dockerfiles
scenario-c,3,3,checkov,CKV_DOCKER_4,error,,apps/flask-app/Dockerfile,21,Ensure that COPY is used instead of ADD in Dockerfiles
scenario-c,3,3,checkov,CKV_DOCKER_2,error,,apps/flask-app/Dockerfile,1,Ensure that HEALTHCHECK instructions have been added to container images
scenario-d,1,1,zap,10095,medium,,http://localhost:3000,31,Backup File Disclosure
scenario-d,1,1,zap,40038,medium,,http://localhost:3000,5,Bypassing 403
scenario-d,1,1,zap,40040,medium,,http://localhost:3000,5,CORS Misconfiguration
scenario-d,1,1,zap,10038,medium,,http://localhost:3000,5,Content Security Policy (CSP) Header Not Set
scenario-d,1,1,zap,10098,medium,,http://localhost:3000,5,Cross-Domain Misconfiguration
scenario-d,1,1,zap,10017,low,,http://localhost:3000,5,Cross-Domain JavaScript Source File Inclusion
scenario-d,1,1,zap,90004,low,,http://localhost:3000,5,Cross-Origin-Embedder-Policy Header Missing or Invalid
scenario-d,1,1,zap,90004,low,,http://localhost:3000,5,Cross-Origin-Opener-Policy Header Missing or Invalid
scenario-d,1,1,zap,10110,low,,http://localhost:3000,2,Dangerous JS Functions
scenario-d,1,1,zap,10063,low,,http://localhost:3000,5,Deprecated Feature Policy Header Set
scenario-d,1,1,zap,10096,low,,http://localhost:3000,1,Timestamp Disclosure - Unix
scenario-d,1,1,zap,10109,info,,http://localhost:3000,5,Modern Web Application
scenario-d,1,1,zap,10049,info,,http://localhost:3000,2,Non-Storable Content
scenario-d,1,1,zap,10049,info,,http://localhost:3000,1,Storable and Cacheable Content
scenario-d,1,1,zap,10049,info,,http://localhost:3000,5,Storable but Non-Cacheable Content
scenario-d,1,1,zap,10104,info,,http://localhost:3000,5,User Agent Fuzzer
scenario-d,1,2,zap,10095,medium,,http://localhost:3000,31,Backup File Disclosure
scenario-d,1,2,zap,40038,medium,,http://localhost:3000,5,Bypassing 403
scenario-d,1,2,zap,40040,medium,,http://localhost:3000,5,CORS Misconfiguration
scenario-d,1,2,zap,10038,medium,,http://localhost:3000,5,Content Security Policy (CSP) Header Not Set
scenario-d,1,2,zap,10098,medium,,http://localhost:3000,5,Cross-Domain Misconfiguration
scenario-d,1,2,zap,10017,low,,http://localhost:3000,5,Cross-Domain JavaScript Source File Inclusion
scenario-d,1,2,zap,90004,low,,http://localhost:3000,5,Cross-Origin-Embedder-Policy Header Missing or Invalid
scenario-d,1,2,zap,90004,low,,http://localhost:3000,5,Cross-Origin-Opener-Policy Header Missing or Invalid
scenario-d,1,2,zap,10110,low,,http://localhost:3000,2,Dangerous JS Functions
scenario-d,1,2,zap,10063,low,,http://localhost:3000,5,Deprecated Feature Policy Header Set
scenario-d,1,2,zap,10096,low,,http://localhost:3000,1,Timestamp Disclosure - Unix
scenario-d,1,2,zap,10109,info,,http://localhost:3000,5,Modern Web Application
scenario-d,1,2,zap,10049,info,,http://localhost:3000,1,Non-Storable Content
scenario-d,1,2,zap,10049,info,,http://localhost:3000,2,Storable and Cacheable Content
scenario-d,1,2,zap,10049,info,,http://localhost:3000,5,Storable but Non-Cacheable Content
scenario-d,1,2,zap,10104,info,,http://localhost:3000,5,User Agent Fuzzer
scenario-d,1,3,zap,10095,medium,,http://localhost:3000,31,Backup File Disclosure
scenario-d,1,3,zap,40038,medium,,http://localhost:3000,5,Bypassing 403
scenario-d,1,3,zap,40040,medium,,http://localhost:3000,5,CORS Misconfiguration
scenario-d,1,3,zap,10038,medium,,http://localhost:3000,5,Content Security Policy (CSP) Header Not Set
scenario-d,1,3,zap,10098,medium,,http://localhost:3000,5,Cross-Domain Misconfiguration
scenario-d,1,3,zap,10017,low,,http://localhost:3000,5,Cross-Domain JavaScript Source File Inclusion
scenario-d,1,3,zap,90004,low,,http://localhost:3000,5,Cross-Origin-Embedder-Policy Header Missing or Invalid
scenario-d,1,3,zap,90004,low,,http://localhost:3000,5,Cross-Origin-Opener-Policy Header Missing or Invalid
scenario-d,1,3,zap,10110,low,,http://localhost:3000,2,Dangerous JS Functions
scenario-d,1,3,zap,10063,low,,http://localhost:3000,5,Deprecated Feature Policy Header Set
scenario-d,1,3,zap,10096,low,,http://localhost:3000,1,Timestamp Disclosure - Unix
scenario-d,1,3,zap,10109,info,,http://localhost:3000,5,Modern Web Application
scenario-d,1,3,zap,10049,info,,http://localhost:3000,2,Non-Storable Content
scenario-d,1,3,zap,10049,info,,http://localhost:3000,1,Storable and Cacheable Content
scenario-d,1,3,zap,10049,info,,http://localhost:3000,5,Storable but Non-Cacheable Content
scenario-d,1,3,zap,10104,info,,http://localhost:3000,5,User Agent Fuzzer
scenario-d,1,4,zap,10095,medium,,http://localhost:3000,31,Backup File Disclosure
scenario-d,1,4,zap,40038,medium,,http://localhost:3000,5,Bypassing 403
scenario-d,1,4,zap,40040,medium,,http://localhost:3000,5,CORS Misconfiguration
scenario-d,1,4,zap,10038,medium,,http://localhost:3000,5,Content Security Policy (CSP) Header Not Set
scenario-d,1,4,zap,10098,medium,,http://localhost:3000,5,Cross-Domain Misconfiguration
scenario-d,1,4,zap,10017,low,,http://localhost:3000,5,Cross-Domain JavaScript Source File Inclusion
scenario-d,1,4,zap,90004,low,,http://localhost:3000,5,Cross-Origin-Embedder-Policy Header Missing or Invalid
scenario-d,1,4,zap,90004,low,,http://localhost:3000,5,Cross-Origin-Opener-Policy Header Missing or Invalid
scenario-d,1,4,zap,10110,low,,http://localhost:3000,2,Dangerous JS Functions
scenario-d,1,4,zap,10063,low,,http://localhost:3000,5,Deprecated Feature Policy Header Set
scenario-d,1,4,zap,10096,low,,http://localhost:3000,1,Timestamp Disclosure - Unix
scenario-d,1,4,zap,10109,info,,http://localhost:3000,5,Modern Web Application
scenario-d,1,4,zap,10049,info,,http://localhost:3000,1,Non-Storable Content
scenario-d,1,4,zap,10049,info,,http://localhost:3000,2,Storable and Cacheable Content
scenario-d,1,4,zap,10049,info,,http://localhost:3000,5,Storable but Non-Cacheable Content
scenario-d,1,4,zap,10104,info,,http://localhost:3000,5,User Agent Fuzzer
scenario-d,1,5,zap,10095,medium,,http://localhost:3000,31,Backup File Disclosure
scenario-d,1,5,zap,40038,medium,,http://localhost:3000,5,Bypassing 403
scenario-d,1,5,zap,40040,medium,,http://localhost:3000,5,CORS Misconfiguration
scenario-d,1,5,zap,10038,medium,,http://localhost:3000,5,Content Security Policy (CSP) Header Not Set
scenario-d,1,5,zap,10098,medium,,http://localhost:3000,5,Cross-Domain Misconfiguration
scenario-d,1,5,zap,10017,low,,http://localhost:3000,5,Cross-Domain JavaScript Source File Inclusion
scenario-d,1,5,zap,90004,low,,http://localhost:3000,5,Cross-Origin-Embedder-Policy Header Missing or Invalid
scenario-d,1,5,zap,90004,low,,http://localhost:3000,5,Cross-Origin-Opener-Policy Header Missing or Invalid
scenario-d,1,5,zap,10110,low,,http://localhost:3000,2,Dangerous JS Functions
scenario-d,1,5,zap,10063,low,,http://localhost:3000,5,Deprecated Feature Policy Header Set
scenario-d,1,5,zap,10096,low,,http://localhost:3000,1,Timestamp Disclosure - Unix
scenario-d,1,5,zap,10109,info,,http://localhost:3000,5,Modern Web Application
scenario-d,1,5,zap,10049,info,,http://localhost:3000,2,Non-Storable Content
scenario-d,1,5,zap,10049,info,,http://localhost:3000,1,Storable and Cacheable Content
scenario-d,1,5,zap,10049,info,,http://localhost:3000,5,Storable but Non-Cacheable Content
scenario-d,1,5,zap,10104,info,,http://localhost:3000,5,User Agent Fuzzer
